PCT_INHB_DD2,pXC50_3D7
62.0,5.96163
95.0,6.14047
78.0,6.08565
88.0,6.09469
66.0,6.20449
3.0,6.07113
3.0,6.14816
4.0,5.98444
13.0,5.87566
71.0,6.10359
49.0,6.05466
0.0,6.58591
98.0,6.73108
34.0,6.12828
10.0,6.11659
35.0,6.00368
100.0,6.20169
35.0,5.97977
95.0,6.60372
5.0,6.01863
64.0,6.35502
82.0,6.06687
97.0,6.51092
83.0,6.21168
95.0,6.12658
36.0,6.13159
69.0,6.76113
8.0,6.01488
0.0,6.04794
96.0,6.80111
53.0,6.07742
34.0,5.98138
20.0,6.11776
46.0,6.11368
47.0,6.11412
25.0,6.11432
95.0,6.03245
64.0,6.00393
98.0,6.57586
69.0,6.14036
5.0,6.14538
97.0,6.09595
57.0,6.00894
50.0,6.22342
31.0,5.97309
87.0,6.79155
95.0,6.2733
94.0,6.03637
100.0,7.34474
97.0,6.15052
4.0,6.09604
99.0,6.12753
42.0,6.10276
7.0,6.32665
79.0,6.14737
66.0,6.1667
62.0,5.89838
15.0,5.95337
97.0,6.14488
0.0,6.24112
20.0,6.02039
77.0,7.14209
0.0,5.75612
77.0,6.22998
57.0,6.05297
2.0,6.31205
98.0,6.75706
98.0,7.39301
61.0,6.11973
99.0,6.39096
54.0,6.42333
83.0,6.16482
3.0,6.13007
0.0,7.68008
25.0,6.03319
67.0,5.96634
30.0,6.00139
15.0,6.02349
93.0,6.52916
53.0,6.04135
12.0,6.82741
100.0,6.85993
66.0,6.55678
77.0,6.10114
86.0,6.22266
100.0,6.77784
0.0,6.71018
7.0,6.10989
95.0,6.19554
98.0,6.2036
0.0,5.9206
88.0,6.00687
100.0,6.76541
95.0,6.08133
96.0,6.24543
6.0,6.10613
12.0,6.27246
7.0,6.16265
85.0,6.29073
64.0,5.79987
100.0,6.9382
96.0,7.0414
98.0,6.56749
6.0,6.04069
100.0,6.22129
88.0,6.1177
79.0,6.53907
31.0,6.22821
95.0,6.26884
72.0,6.76677
97.0,8.02946
0.0,6.04964
100.0,6.04627
97.0,7.58018
68.0,6.47508
100.0,6.86398
90.0,6.13235
15.0,6.10073
32.0,6.07463
17.0,6.72333
46.0,6.00714
46.0,6.04299
86.0,6.5222
3.0,6.09684
0.0,6.69828
96.0,6.85491
98.0,6.77031
89.0,6.17971
17.0,6.35426
52.0,6.49261
56.0,6.00349
89.0,6.74495
97.0,6.85872
0.0,6.0575
43.0,6.23287
54.0,6.15695
1.0,6.05372
81.0,6.12107
97.0,8.03162
9.0,6.01707
10.0,5.98915
65.0,6.12523
91.0,6.178
56.0,6.09012
97.0,8.49485
86.0,6.05211
99.0,6.84284
0.0,6.75842
95.0,6.44697
70.0,6.08241
81.0,6.03659
98.0,6.95484
61.0,6.03292
0.0,6.05272
83.0,6.81395
98.0,6.225
67.0,6.06086
34.0,5.8178
99.0,7.13619
12.0,6.07183
97.0,6.60971
65.0,6.22639
14.0,6.0026
47.0,6.11164
97.0,7.79883
2.0,5.92562
70.0,6.07711
87.0,6.24498
0.0,6.07915
72.0,6.47285
95.0,6.45999
79.0,6.03411
28.0,6.16358
59.0,6.16639
54.0,6.14244
96.0,6.6557
43.0,6.10454
96.0,6.54831
11.0,6.14163
92.0,6.04657
35.0,6.64687
99.0,6.17556
0.0,6.00934
72.0,6.00087
28.0,5.94262
72.0,6.09807
50.0,5.91086
13.0,6.05501
94.0,8.49485
6.0,5.99109
73.0,6.25259
91.0,7.32714
100.0,6.71956
50.0,6.05948
22.0,5.99127
75.0,6.01603
86.0,5.99407
0.0,7.57352
78.0,5.97359
94.0,6.65345
84.0,6.05651
99.0,7.16409
55.0,5.92812
16.0,6.02237
77.0,6.06892
96.0,6.22061
18.0,6.03291
78.0,6.17116
0.0,6.64581
95.0,6.13763
0.0,5.93644
75.0,6.01332
37.0,6.56588
0.0,6.46287
100.0,6.6012
97.0,6.00413
12.0,6.04062
71.0,6.08526
21.0,6.14944
29.0,5.8778
98.0,6.28578
8.0,6.01934
80.0,5.99326
5.0,5.93263
9.0,6.16388
96.0,6.72844
77.0,6.11978
2.0,6.75174
99.0,6.6722
98.0,6.13786
82.0,6.15692
23.0,6.02033
43.0,6.09517
66.0,6.08713
9.0,5.99224
80.0,6.61197
63.0,6.28725
88.0,6.02348
0.0,6.13327
69.0,6.10164
97.0,7.1329
1.0,6.0969
82.0,6.02912
100.0,6.30965
100.0,6.03189
0.0,6.01582
97.0,6.60664
27.0,6.43905
26.0,5.92224
77.0,5.95087
45.0,6.02358
0.0,5.75524
98.0,6.7323
89.0,6.09198
6.0,6.75492
0.0,5.93866
95.0,6.11196
65.0,6.4264
15.0,6.01081
23.0,6.0274
98.0,6.4782
70.0,5.87096
99.0,6.26981
96.0,6.92388
90.0,6.25391
32.0,5.85104
98.0,6.13118
23.0,6.13206
99.0,6.78055
95.0,6.10357
98.0,6.77143
3.0,5.94282
99.0,6.61873
98.0,6.26656
17.0,6.05984
92.0,5.93626
100.0,7.35537
82.0,6.60869
81.0,6.05266
20.0,6.11683
100.0,7.38846
31.0,6.48796
53.0,6.10082
100.0,6.10628
87.0,6.33779
100.0,6.67103
83.0,6.18877
45.0,6.09289
93.0,6.07987
13.0,5.89393
28.0,6.08868
68.0,6.27663
98.0,6.08781
58.0,5.95852
66.0,6.18219
38.0,5.93096
29.0,6.94634
76.0,6.64975
10.0,6.16131
33.0,6.06954
95.0,6.13335
94.0,6.21419
96.0,6.34112
16.0,5.89864
100.0,6.33095
44.0,5.91775
0.0,6.01364
10.0,5.9988
99.0,6.14159
98.0,5.9763
79.0,6.11847
13.0,6.05588
100.0,6.88003
12.0,6.19344
66.0,6.05693
37.0,5.9327
92.0,6.42902
22.0,6.66483
37.0,6.03168
99.0,6.93563
97.0,6.0013
22.0,6.09749
96.0,6.3869
2.0,6.10784
0.0,6.0192
82.0,6.76477
0.0,5.9921
99.0,6.83068
40.0,6.10048
61.0,6.17995
87.0,6.91239
63.0,6.40241
19.0,6.04999
11.0,6.16854
100.0,6.34581
75.0,6.73501
42.0,6.09475
40.0,6.09762
76.0,6.11931
95.0,6.0585
63.0,5.9594
100.0,6.14837
94.0,8.08039
16.0,6.10506
56.0,6.05707
79.0,6.08017
97.0,8.08362
98.0,6.31256
27.0,5.97068
65.0,5.9955
64.0,6.22705
2.0,5.85021
99.0,6.36331
95.0,6.49559
71.0,6.65913
96.0,6.22973
26.0,6.27057
96.0,6.25161
31.0,5.86388
79.0,5.98767
80.0,5.98091
18.0,6.078
0.0,6.54512
36.0,6.31499
14.0,6.00822
97.0,6.08674
100.0,6.68657
10.0,6.38637
31.0,6.10842
85.0,6.15301
1.0,7.27111
38.0,5.71556
97.0,5.98556
97.0,6.15815
1.0,6.46667
12.0,5.99222
100.0,5.85839
78.0,7.06567
60.0,6.02235
15.0,5.9629
75.0,6.00824
90.0,6.0494
3.0,6.55384
75.0,6.32967
53.0,6.27543
79.0,6.10183
71.0,6.50361
100.0,6.93961
7.0,5.90811
88.0,6.11271
82.0,6.11307
71.0,6.0888
53.0,6.00287
94.0,6.52777
35.0,6.14763
1.0,8.49485
46.0,5.95634
98.0,7.22816
96.0,8.49485
72.0,6.92932
66.0,6.75792
89.0,6.0575
98.0,6.0462
100.0,6.21622
85.0,6.06985
0.0,6.0027
23.0,6.06847
7.0,5.89756
29.0,6.00855
0.0,6.00896
73.0,6.05585
71.0,6.01278
0.0,5.86374
5.0,6.05408
66.0,5.98508
26.0,6.10252
8.0,5.99578
18.0,6.09394
7.0,6.02979
13.0,5.99294
37.0,6.0295
66.0,6.08503
59.0,6.10118
78.0,6.06385
97.0,6.57407
17.0,6.09785
0.0,6.10138
8.0,5.91093
98.0,6.13053
8.0,5.99684
92.0,6.05303
94.0,6.05832
87.0,6.00272
40.0,6.19236
98.0,6.11035
100.0,6.11014
30.0,6.15619
2.0,5.94396
34.0,6.11072
64.0,6.2354
96.0,6.78938
99.0,6.35555
99.0,6.16732
59.0,6.14718
99.0,6.16178
0.0,5.86765
7.0,6.20256
8.0,6.11446
51.0,5.95024
56.0,6.88136
49.0,5.94969
13.0,6.03725
0.0,5.84581
85.0,6.13405
78.0,6.06448
89.0,6.04535
0.0,5.9761
18.0,6.01198
95.0,6.77936
23.0,6.15434
90.0,7.39077
98.0,6.46026
99.0,6.16468
18.0,5.95492
37.0,6.08406
98.0,7.6991
77.0,5.9293
95.0,8.49485
14.0,6.16473
92.0,6.02606
27.0,6.08602
71.0,6.01483
95.0,6.07555
99.0,6.04132
98.0,6.61964
99.0,6.51416
87.0,6.20302
98.0,6.11317
4.0,6.00513
42.0,6.1046
38.0,6.06297
1.0,6.61424
33.0,6.04223
59.0,6.021
1.0,6.24732
47.0,6.42041
57.0,5.92724
64.0,6.89214
98.0,6.7443
41.0,6.70185
33.0,6.04568
96.0,6.85371
13.0,6.10819
86.0,6.00389
39.0,7.48122
97.0,6.38091
96.0,6.25456
32.0,6.18683
18.0,6.04362
0.0,6.10506
14.0,6.06422
0.0,5.91065
92.0,6.16047
78.0,5.99057
100.0,6.54821
97.0,6.09192
3.0,6.03948
48.0,6.10533
98.0,6.61979
14.0,5.86282
68.0,6.62508
43.0,5.95802
23.0,6.08724
21.0,6.59032
66.0,6.22649
76.0,6.05614
47.0,6.12622
2.0,6.68885
57.0,6.06697
9.0,5.94205
76.0,6.64134
95.0,6.50578
77.0,6.06124
97.0,6.04662
0.0,6.1548
97.0,6.45787
88.0,6.04944
0.0,6.08031
0.0,7.13157
84.0,6.36693
49.0,6.03632
96.0,6.85384
31.0,6.28894
86.0,6.66918
83.0,6.59083
89.0,6.06431
95.0,6.16938
54.0,6.05339
75.0,6.49458
98.0,6.39833
34.0,6.16893
72.0,6.40387
74.0,6.12152
93.0,6.22557
95.0,6.15685
96.0,6.38746
83.0,6.12223
90.0,6.58348
53.0,6.10209
62.0,6.12402
92.0,5.98962
18.0,5.95345
2.0,6.08731
73.0,6.75348
49.0,6.10999
30.0,6.07397
45.0,6.15166
4.0,6.11895
99.0,6.19999
33.0,6.04001
68.0,6.13726
88.0,6.0538
98.0,6.59593
64.0,6.09976
15.0,6.0167
97.0,8.05152
95.0,6.76279
33.0,6.13188
99.0,7.20944
73.0,6.0255
79.0,6.69057
57.0,5.85564
90.0,6.18969
29.0,6.08092
75.0,6.09126
2.0,6.07417
31.0,5.98268
33.0,5.74673
55.0,6.17587
45.0,5.9779
1.0,5.95392
2.0,5.9883
78.0,6.10661
100.0,6.88864
24.0,6.16749
25.0,6.07962
97.0,6.64457
69.0,5.93781
99.0,6.8357
52.0,6.12053
1.0,6.26971
13.0,6.35912
100.0,6.42803
1.0,6.07478
10.0,6.06504
97.0,7.00033
98.0,6.83773
60.0,6.15157
97.0,7.50627
65.0,6.03666
72.0,6.16228
97.0,6.2551
68.0,6.10996
89.0,6.56416
77.0,6.66995
97.0,6.22279
95.0,6.66573
2.0,6.60865
40.0,5.92406
37.0,6.28116
40.0,6.09913
93.0,8.22819
3.0,6.74165
99.0,6.05355
87.0,5.90923
96.0,6.53413
40.0,5.94877
48.0,6.45895
99.0,6.76724
0.0,6.06219
1.0,6.05579
77.0,8.1665
43.0,5.95396
73.0,6.16545
100.0,6.94207
97.0,6.88767
80.0,6.57417
74.0,6.32676
100.0,6.13759
100.0,6.0798
83.0,6.16885
66.0,6.5239
1.0,6.10131
64.0,5.94064
0.0,5.90177
12.0,6.00315
59.0,6.26816
6.0,6.00471
51.0,6.07238
99.0,6.17785
62.0,6.48339
66.0,6.06239
100.0,6.57432
1.0,6.14492
96.0,6.16888
97.0,6.03877
89.0,6.581
42.0,5.94498
18.0,6.0134
92.0,5.97313
41.0,6.08104
61.0,6.07175
31.0,6.13462
4.0,5.97733
98.0,6.49617
98.0,6.59019
16.0,6.19074
10.0,6.183
98.0,6.82071
0.0,5.93399
22.0,6.09029
36.0,6.06926
95.0,6.64019
72.0,8.49485
90.0,6.17232
99.0,6.71448
11.0,6.05539
61.0,6.18772
40.0,6.1959
79.0,6.0256
90.0,6.87803
5.0,6.73947
71.0,6.2001
95.0,6.68713
10.0,6.04882
20.0,7.42035
89.0,6.06724
10.0,6.01957
73.0,6.10431
98.0,6.68704
20.0,5.99301
13.0,6.22657
7.0,6.10923
2.0,6.01227
36.0,5.85495
19.0,5.90312
50.0,6.12906
16.0,6.21379
98.0,6.13235
96.0,6.27668
0.0,6.10795
43.0,6.08987
87.0,6.01776
26.0,5.97476
0.0,7.58633
93.0,6.24484
93.0,6.04342
68.0,6.69948
99.0,6.64991
15.0,6.04833
71.0,7.26756
29.0,6.12033
54.0,6.46919
1.0,6.16551
58.0,6.05952
8.0,6.12346
83.0,6.09862
68.0,5.90668
68.0,6.14736
55.0,5.95639
92.0,6.08409
66.0,6.13261
68.0,6.31879
7.0,6.04287
91.0,5.95177
85.0,5.84272
49.0,6.05809
98.0,6.13741
74.0,6.09752
97.0,6.61643
99.0,6.42773
26.0,6.05051
52.0,6.13141
66.0,6.72947
86.0,6.35764
87.0,6.11032
99.0,6.62742
34.0,6.11219
73.0,6.19769
1.0,5.90478
0.0,6.2676
76.0,5.96946
98.0,6.0896
69.0,6.22317
4.0,5.98486
100.0,6.84722
11.0,6.73937
100.0,6.38199
0.0,5.92686
98.0,6.66475
50.0,6.81491
25.0,5.9474
52.0,6.10219
99.0,6.51128
9.0,5.89335
52.0,6.16116
100.0,6.1767
96.0,6.28181
36.0,6.45523
65.0,6.14848
89.0,6.53411
37.0,6.02943
0.0,6.03646
79.0,6.1713
80.0,6.10297
4.0,5.90367
84.0,6.08433
71.0,6.73988
99.0,6.61136
98.0,6.91863
72.0,6.06125
96.0,6.75549
70.0,6.13649
34.0,5.96127
99.0,7.38354
10.0,6.17264
70.0,6.04192
45.0,6.17851
73.0,6.08226
39.0,6.18908
11.0,5.88018
0.0,6.01928
79.0,6.14314
79.0,6.09299
19.0,6.05723
67.0,6.55715
99.0,6.38948
24.0,6.08593
59.0,6.14299
51.0,6.07134
72.0,6.09648
81.0,6.07812
49.0,6.24077
100.0,6.37951
90.0,6.16943
92.0,6.26207
100.0,6.80446
98.0,6.13317
15.0,6.05662
45.0,6.0283
63.0,6.11589
92.0,6.12972
29.0,6.0121
45.0,6.1435
93.0,6.79041
3.0,5.82055
0.0,5.94087
100.0,6.88821
93.0,6.14844
98.0,6.02417
21.0,5.97182
61.0,6.32211
88.0,6.07714
1.0,6.03765
95.0,6.24934
0.0,5.85939
96.0,6.56623
9.0,5.99362
23.0,6.1334
100.0,6.27608
95.0,6.78406
34.0,6.05923
12.0,5.89801
0.0,6.82528
97.0,6.15398
9.0,6.06697
70.0,6.03872
30.0,6.0518
100.0,6.72108
39.0,6.78804
5.0,6.14813
0.0,6.19029
51.0,6.15136
7.0,6.03098
81.0,6.00671
97.0,6.89234
99.0,6.9267
69.0,6.01954
47.0,5.87929
95.0,6.12807
31.0,6.091
99.0,6.52629
95.0,6.22884
93.0,6.14625
100.0,6.22865
98.0,6.15278
64.0,6.09395
9.0,5.71959
2.0,5.97653
57.0,6.03294
74.0,6.1707
90.0,6.47276
99.0,7.21933
6.0,6.10172
91.0,6.23595
37.0,6.01021
70.0,6.44276
52.0,6.0407
89.0,6.25639
79.0,6.4076
1.0,6.07769
70.0,6.60741
42.0,6.29642
9.0,6.02621
60.0,6.00727
95.0,6.45303
3.0,5.97261
0.0,6.01013
97.0,6.38403
6.0,6.23133
59.0,6.01303
35.0,6.17746
44.0,6.17969
28.0,6.02786
92.0,6.15539
82.0,6.27536
86.0,6.02475
98.0,6.13573
100.0,6.1173
67.0,5.97019
100.0,6.25152
98.0,6.62496
93.0,7.3159
91.0,6.14742
53.0,6.45924
0.0,5.98367
16.0,6.03405
75.0,6.00043
4.0,6.08108
98.0,6.2311
61.0,6.9179
100.0,6.90719
74.0,6.40436
27.0,6.03592
96.0,6.83635
77.0,5.87975
35.0,6.02717
95.0,8.49485
60.0,6.50426
61.0,6.29922
35.0,6.05588
0.0,5.96417
10.0,5.86702
100.0,6.3418
43.0,6.85104
79.0,5.9914
4.0,6.11795
35.0,6.80937
72.0,5.97236
86.0,6.25602
29.0,6.26473
19.0,5.98079
82.0,5.93387
90.0,5.99773
92.0,6.03156
13.0,6.04543
26.0,5.8792
94.0,6.37255
71.0,6.22304
81.0,6.02531
57.0,6.40273
80.0,5.81684
8.0,5.98753
78.0,6.80365
40.0,6.12821
76.0,6.13314
20.0,6.10706
80.0,6.05672
63.0,6.11284
26.0,6.22289
99.0,6.60024
95.0,8.49485
91.0,6.74539
0.0,6.50728
53.0,6.05493
99.0,6.21404
81.0,5.99009
6.0,5.91795
84.0,6.24523
37.0,6.62334
37.0,6.11033
100.0,6.17965
87.0,5.97661
84.0,6.2636
88.0,6.1043
33.0,5.89926
98.0,6.15462
41.0,6.28098
22.0,6.48091
99.0,6.00919
100.0,6.26775
97.0,6.12237
70.0,6.09772
97.0,6.02609
3.0,5.9655
99.0,6.93149
86.0,6.05115
99.0,6.17556
2.0,6.4547
33.0,6.02696
68.0,6.03771
58.0,5.98809
94.0,6.1116
48.0,6.13611
61.0,6.67633
97.0,6.52458
0.0,6.20371
97.0,5.9978
99.0,6.96108
29.0,6.01253
0.0,6.16027
0.0,6.54878
3.0,6.03837
0.0,7.26898
13.0,6.00507
84.0,6.22326
94.0,6.1314
30.0,5.97999
90.0,6.01982
35.0,6.07953
59.0,6.18712
5.0,6.07685
87.0,6.22404
92.0,6.23069
57.0,6.06603
89.0,6.06095
70.0,6.12097
11.0,6.01723
97.0,6.08918
18.0,6.20756
31.0,6.09173
1.0,6.08265
22.0,6.10499
56.0,6.02039
0.0,5.94525
45.0,6.22532
1.0,5.99687
97.0,6.06046
16.0,6.10133
20.0,6.12529
73.0,6.10429
95.0,6.1557
0.0,6.01079
82.0,5.75415
100.0,6.18417
87.0,6.52515
14.0,5.97822
36.0,5.99249
98.0,6.58201
96.0,7.09113
6.0,5.93963
82.0,6.16389
85.0,6.11446
0.0,5.8608
97.0,6.40173
95.0,6.07658
97.0,6.11956
94.0,6.11853
24.0,5.99316
94.0,6.1413
22.0,6.07381
88.0,6.07854
99.0,7.16515
91.0,6.21272
88.0,5.83617
95.0,6.44341
79.0,6.24615
86.0,5.99731
38.0,6.31939
26.0,5.88666
0.0,5.99149
50.0,6.03054
81.0,6.07664
1.0,5.98571
100.0,6.22129
100.0,6.24498
90.0,6.88554
53.0,6.03347
53.0,6.06081
65.0,6.0966
83.0,6.15959
25.0,7.20481
93.0,6.12004
6.0,6.11432
24.0,6.05204
28.0,6.73963
36.0,6.19156
1.0,5.88497
25.0,5.96303
41.0,6.09533
98.0,5.95
72.0,6.09657
14.0,6.0284
25.0,6.16045
45.0,6.15519
56.0,6.12988
77.0,6.02837
89.0,6.11086
62.0,6.17488
27.0,5.86943
21.0,6.18858
100.0,6.3244
96.0,6.15874
12.0,6.06194
59.0,6.21941
40.0,6.00637
98.0,6.12479
91.0,6.40236
91.0,6.31966
0.0,6.03375
3.0,5.95929
53.0,6.15944
30.0,6.61736
58.0,6.08804
97.0,6.6372
77.0,6.07613
86.0,6.25753
39.0,6.0581
21.0,6.05834
99.0,7.52328
96.0,6.1863
79.0,5.92967
98.0,6.8226
18.0,6.18455
0.0,6.11136
11.0,6.10539
99.0,5.97227
53.0,6.10559
11.0,6.06439
3.0,5.98881
98.0,6.19442
100.0,6.09181
64.0,6.06588
96.0,6.89784
45.0,6.09535
13.0,6.08688
76.0,6.57622
64.0,6.00278
83.0,6.06875
1.0,6.09098
56.0,6.08087
89.0,6.11958
92.0,6.38161
5.0,5.93743
3.0,5.98333
35.0,6.14515
53.0,6.1963
11.0,6.10604
92.0,6.2048
4.0,7.50664
21.0,6.0572
96.0,6.16157
97.0,8.49485
87.0,6.5736
28.0,6.09562
99.0,6.13596
31.0,6.14045
96.0,6.90091
26.0,6.12369
47.0,6.17276
99.0,6.68745
26.0,6.08935
92.0,6.16976
97.0,6.85964
76.0,6.79267
27.0,6.12421
60.0,5.97735
99.0,6.26364
64.0,6.12042
5.0,6.19044
44.0,6.05057
6.0,5.83244
29.0,6.01342
94.0,5.90494
87.0,5.99101
23.0,6.09797
4.0,6.08114
99.0,5.88089
97.0,8.49485
37.0,6.7158
100.0,6.71463
44.0,5.95078
95.0,6.08493
77.0,6.98916
99.0,6.26352
70.0,6.24161
4.0,5.89694
100.0,6.44168
95.0,6.09211
96.0,6.47618
98.0,6.14091
98.0,6.2729
0.0,5.96692
31.0,5.95638
27.0,5.96688
97.0,6.76463
88.0,6.14247
82.0,6.08103
73.0,6.62577
19.0,6.18692
98.0,6.63756
7.0,5.97415
41.0,6.62682
96.0,8.1851
0.0,6.01664
98.0,6.26118
91.0,6.11523
98.0,6.09684
66.0,6.43225
96.0,6.71357
76.0,6.08187
0.0,6.75438
90.0,6.32184
64.0,6.05204
54.0,5.97925
98.0,7.07435
98.0,6.35748
78.0,5.91648
18.0,6.05205
97.0,6.1385
95.0,6.00568
100.0,6.63656
22.0,6.02745
38.0,6.17869
58.0,6.22713
98.0,6.59999
41.0,6.03608
98.0,6.9936
0.0,6.58247
71.0,5.84311
32.0,6.06704
3.0,8.1832
92.0,6.0402
6.0,6.43266
79.0,5.96253
99.0,6.21716
98.0,6.52147
97.0,6.53422
89.0,6.2192
2.0,6.07895
49.0,6.0555
98.0,6.08017
100.0,6.36067
19.0,6.17151
95.0,6.0063
37.0,6.0275
75.0,6.04908
70.0,6.69254
0.0,6.08979
100.0,6.84766
67.0,5.98172
0.0,6.00303
68.0,6.06457
93.0,6.08782
79.0,6.03521
7.0,6.10061
98.0,6.29365
75.0,6.07507
100.0,6.67327
67.0,6.67621
9.0,5.95166
80.0,5.93782
8.0,5.92093
69.0,7.00304
100.0,6.11351
98.0,6.08667
64.0,6.24174
96.0,8.49485
2.0,6.12223
72.0,6.13492
98.0,6.12661
99.0,6.90288
30.0,6.11055
68.0,6.18104
100.0,7.0639
0.0,5.98973
4.0,5.90398
0.0,6.26722
42.0,5.9396
39.0,5.8159
90.0,5.92902
99.0,6.57664
43.0,6.16442
2.0,6.08365
95.0,6.87324
37.0,6.02859
53.0,6.12062
86.0,6.83872
72.0,6.30249
26.0,5.94531
23.0,5.96473
30.0,5.98456
0.0,6.13101
93.0,6.22942
7.0,5.9863
57.0,6.77716
96.0,6.68556
32.0,6.08752
100.0,6.01741
99.0,6.75611
30.0,7.08548
76.0,6.0143
95.0,6.32204
100.0,6.16746
66.0,6.45088
2.0,6.05896
85.0,6.14549
17.0,5.97339
100.0,6.2147
85.0,6.69654
84.0,6.76309
94.0,6.53814
98.0,6.70206
98.0,6.4579
81.0,6.17469
38.0,5.99896
0.0,6.10246
12.0,6.0537
94.0,5.98905
99.0,6.24642
14.0,5.99145
8.0,6.18829
100.0,6.07397
13.0,6.07555
38.0,5.89869
0.0,6.04069
71.0,6.00817
0.0,8.49485
95.0,6.21041
10.0,5.88391
61.0,6.20368
60.0,6.05634
99.0,6.08502
47.0,6.18132
41.0,6.0433
22.0,6.01289
93.0,6.68862
73.0,6.54278
61.0,6.55801
88.0,6.38028
60.0,5.95446
4.0,5.91463
76.0,6.64845
29.0,6.00547
72.0,6.06293
98.0,6.40159
33.0,6.06621
90.0,5.99101
98.0,6.01502
28.0,5.96516
65.0,6.12372
45.0,7.86156
92.0,6.07718
0.0,6.08869
83.0,6.11513
16.0,6.11982
88.0,5.95645
99.0,6.46067
0.0,6.65589
78.0,6.05077
42.0,6.06814
41.0,6.09969
47.0,6.09938
6.0,6.03233
99.0,6.75338
96.0,6.06805
97.0,6.27405
77.0,6.15048
99.0,6.6601
91.0,6.3981
95.0,6.54243
30.0,6.0479
82.0,6.9001
49.0,6.85658
99.0,6.11574
0.0,6.11367
72.0,6.62566
55.0,6.11238
79.0,5.8831
55.0,6.93312
74.0,6.50137
54.0,6.16885
17.0,6.01112
72.0,6.66336
99.0,7.15229
84.0,6.61823
61.0,5.92298
0.0,5.95277
96.0,6.44197
0.0,6.189
23.0,6.03809
99.0,6.04291
99.0,6.75363
47.0,6.06782
63.0,6.08723
95.0,6.18202
91.0,6.04774
0.0,6.0291
97.0,6.01632
100.0,6.9806
97.0,7.28589
71.0,6.0554
11.0,6.10561
98.0,6.21667
26.0,6.03311
93.0,5.949
3.0,5.85273
98.0,6.72455
0.0,6.15109
0.0,5.9828
95.0,6.75413
68.0,6.12432
86.0,6.56345
99.0,5.76538
48.0,6.14962
0.0,6.1958
72.0,6.0527
99.0,6.51754
82.0,6.03842
82.0,6.06643
66.0,6.03409
45.0,6.06462
21.0,6.03032
0.0,6.07535
93.0,6.20111
95.0,6.11632
99.0,6.05901
84.0,6.08438
64.0,6.41813
83.0,6.10494
89.0,6.85915
82.0,6.07285
85.0,5.87685
49.0,6.23609
100.0,6.77435
13.0,6.05113
98.0,6.24865
100.0,6.59328
85.0,6.1182
84.0,5.98536
47.0,6.14767
99.0,6.78069
21.0,6.109
97.0,5.99768
0.0,6.05512
99.0,6.24222
71.0,6.09704
99.0,6.61454
97.0,6.62829
76.0,6.29371
60.0,6.09535
81.0,6.70914
10.0,6.01509
14.0,6.06778
2.0,6.14033
45.0,6.03616
1.0,5.90658
53.0,6.07175
94.0,6.27449
99.0,6.2721
26.0,6.05218
99.0,6.07378
84.0,6.04055
34.0,6.30571
96.0,6.19733
9.0,5.90974
100.0,6.61946
79.0,5.9741
0.0,6.03133
24.0,6.09354
95.0,6.49213
83.0,6.2052
59.0,6.26065
94.0,6.22561
33.0,6.04502
100.0,6.87018
15.0,6.05693
98.0,7.01907
0.0,6.80774
3.0,6.7636
34.0,6.01845
98.0,6.32341
96.0,6.29007
64.0,5.97436
0.0,6.16683
7.0,6.22594
54.0,5.89072
78.0,6.20111
100.0,6.65895
0.0,7.39527
26.0,6.11516
98.0,6.22061
99.0,7.4616
31.0,6.09083
50.0,6.10288
66.0,5.95297
48.0,6.07431
28.0,6.1018
95.0,6.5247
97.0,8.49485
0.0,6.13546
97.0,6.40022
47.0,6.13221
65.0,6.1591
6.0,5.92861
97.0,5.96927
94.0,6.00014
90.0,6.04111
22.0,6.04344
61.0,6.14235
45.0,6.08777
52.0,5.96525
83.0,6.11108
1.0,6.71395
88.0,5.86978
100.0,6.51838
100.0,6.15095
43.0,5.99702
0.0,5.98975
79.0,5.96269
48.0,6.23081
19.0,6.49674
99.0,6.35782
93.0,6.57458
6.0,6.02011
5.0,5.84214
95.0,6.12442
62.0,6.09939
0.0,6.00407
32.0,6.19457
100.0,6.79704
71.0,5.95362
81.0,6.97454
0.0,8.25412
99.0,6.16877
0.0,5.79567
67.0,5.8687
97.0,6.15298
96.0,7.14487
36.0,5.89515
6.0,6.05271
98.0,6.91234
97.0,6.16255
27.0,6.37622
31.0,6.22753
13.0,6.01054
5.0,6.15853
6.0,5.75087
20.0,5.96397
34.0,5.95905
100.0,6.9549
28.0,6.13332
36.0,6.00382
98.0,8.27657
97.0,6.13292
98.0,7.3747
82.0,6.25636
58.0,6.05206
93.0,6.07336
22.0,6.09795
0.0,6.02569
95.0,6.51007
100.0,6.05641
84.0,6.1229
0.0,5.94005
26.0,6.12839
4.0,6.02012
68.0,5.89542
59.0,5.91155
97.0,6.12592
64.0,6.22344
98.0,6.10812
68.0,5.98655
61.0,6.19353
69.0,6.71871
100.0,6.07412
58.0,6.24084
78.0,6.26147
0.0,6.02035
19.0,6.02361
37.0,6.12327
86.0,6.67052
98.0,6.72877
2.0,6.01309
63.0,6.29666
5.0,6.03305
70.0,6.21185
3.0,6.12041
99.0,6.60952
99.0,7.18827
98.0,6.85918
96.0,6.1991
67.0,6.14671
68.0,6.14201
76.0,5.91744
3.0,5.8487
96.0,6.57252
21.0,6.17314
42.0,6.2025
61.0,5.98853
50.0,5.98858
96.0,6.66319
12.0,5.99428
58.0,6.06073
