A,B,C,mu,alpha,homo,lumo,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,gap
7.14633,2.18885,1.78723,1.3296,55.33,-0.2649,0.0332,693.4546,0.117373,-270.397474,-270.390091,-270.389147,-270.428268,26.198,-1315.792874159,-1323.602851173,-1331.308661693,-1226.613805115,0.2982
7.1361,2.21726,1.80468,3.3465,50.37,-0.3028,0.0117,670.8765,0.107081,-286.50404,-286.497024,-286.49608,-286.534653,24.136,-1234.059826909,-1241.210919473,-1248.323733988,-1151.144552703,0.3145
6.53292,2.30631,1.82542,4.4075,54.08,-0.2424,0.0288,680.4479,0.119301,-266.615452,-266.608241,-266.607297,-266.646318,24.789,-1291.700921122,-1299.618202175,-1307.324012695,-1202.20684256,0.2711
6.54157,2.38245,1.86601,1.41,55.84,-0.2538,0.0395,675.6208,0.116766,-270.38418,-270.376713,-270.375769,-270.415376,25.831,-1307.450769513,-1315.208035771,-1322.913846291,-1218.523959087,0.2933
4.3707,3.32059,2.02436,3.2128,50.59,-0.2865,0.0177,619.0012,0.106659,-286.495035,-286.487984,-286.48704,-286.525708,23.771,-1228.409108364,-1235.538238113,-1242.651052628,-1145.531484698,0.3042
7.18808,2.28721,1.83758,4.5745,46.66,-0.2619,0.0215,634.7561,0.096396,-302.545112,-302.538187,-302.537242,-302.575574,23.603,-1111.228705213,-1117.547720843,-1124.066911844,-1034.596051115,0.2834
7.05534,2.24882,1.81798,4.8739,50.26,-0.2534,0.0266,658.1766,0.109366,-282.667163,-282.660209,-282.659265,-282.697592,24.235,-1175.545867677,-1182.73523829,-1189.848052805,-1092.154941649,0.28
7.3849,2.26347,1.83608,3.5369,46.88,-0.2549,0.0078,640.0746,0.096532,-302.545562,-302.538783,-302.537839,-302.575827,23.453,-1111.511084263,-1117.921716207,-1124.441534717,-1034.754810892,0.2627
7.64075,2.25059,1.83982,2.1731,48.25,-0.2624,0.0188,638.4935,0.094585,-306.320806,-306.313986,-306.313042,-306.351017,24.263,-1131.349781298,-1137.735312882,-1144.255131392,-1054.919812607,0.2813
7.60375,2.27643,1.85366,2.1065,43.5,-0.2878,-0.0038,617.6379,0.084113,-322.425235,-322.418738,-322.417794,-322.455292,22.348,-1048.275747315,-1053.974784053,-1059.901606558,-978.126516205,0.2839
5.49762,2.51451,1.86401,1.4722,50.03,-0.2523,-0.0219,656.247,0.117353,-307.574899,-307.567493,-307.566549,-307.606203,24.974,-1290.452805721,-1298.247722519,-1305.953533039,-1201.337742595,0.2304
5.92856,2.12695,1.72359,2.7619,57.5,-0.2451,-0.0181,739.4896,0.140783,-271.651913,-271.644175,-271.643231,-271.683985,26.342,-1475.113016696,-1484.4773335031,-1493.369136033,-1373.364942382,0.227
8.00702,2.15035,1.83174,2.216,50.71,-0.2736,-0.0372,676.7821,0.117766,-307.581989,-307.574957,-307.574013,-307.612724,24.411,-1294.9018445311,-1302.931449695,-1310.637260215,-1205.429728784,0.2365
6.74283,2.26803,1.90839,3.8246,55.18,-0.2407,0.0328,680.8869,0.130695,-287.720383,-287.713033,-287.712089,-287.75175,24.851,-1369.474386582,-1378.192996628,-1386.491803153,-1273.66129239,0.2735
7.46103,2.22365,1.82004,2.7851,50.45,-0.2545,-0.0276,676.5067,0.116572,-307.566593,-307.559107,-307.558163,-307.598185,24.765,-1285.240715967,-1292.985432045,-1300.691242565,-1196.306375433,0.2269
8.22625,2.23737,1.90488,1.2875,43.58,-0.2662,-0.0476,618.5337,0.094809,-343.5036,-343.497024,-343.49608,-343.533909,22.686,-1109.378808681,-1115.916824952,-1122.436643462,-1032.7543122,0.2186
7.1409,1.93367,1.65547,2.6348,53.08,-0.2607,0.0735,743.5937,0.141197,-308.75909,-308.751086,-308.750141,-308.790858,27.566,-1405.691696026,-1414.88846793,-1423.779642951,-1303.496835304,0.3342
6.53322,1.83734,1.58068,0.067,67.19,-0.303,0.0843,855.476,0.188227,-236.916125,-236.907738,-236.906794,-236.948351,30.015,-1776.899037539,-1789.41093949,-1800.67472604,-1648.761699739,0.3874
6.83866,1.88641,1.61861,1.3482,60.09,-0.2625,0.0783,798.4108,0.164837,-272.838189,-272.830053,-272.829108,-272.870013,28.743,-1591.660263266,-1602.5519369791,-1612.62910401,-1476.385604948,0.3408
4.54162,2.61906,1.81897,1.0377,60.6,-0.248,0.0861,743.1891,0.164188,-272.834623,-272.826448,-272.825504,-272.866669,28.45,-1589.422566172,-1600.2897670341,-1610.367561574,-1474.287214852,0.3341
7.30037,1.88258,1.63985,1.4336,60.24,-0.2621,0.0721,805.7386,0.164626,-272.844804,-272.836705,-272.835761,-272.876509,28.828,-1595.811235301,-1606.726126847,-1616.803921387,-1480.461903412,0.3342
7.70308,1.93499,1.67435,2.3512,52.93,-0.256,0.0618,748.8236,0.141924,-308.768073,-308.760556,-308.759611,-308.799183,26.859,-1411.328609373,-1420.83097816,-1429.722153181,-1308.7208477291,0.3178
5.34544,2.4935,2.04825,2.2435,53.28,-0.2545,0.079,670.6307,0.141335,-308.757315,-308.74959,-308.748646,-308.788936,26.699,-1404.577867551,-1413.949714466,-1422.841516996,-1302.290763006,0.3335
8.07928,1.9819,1.70664,1.7715,45.75,-0.2606,0.049,694.4975,0.118969,-344.689237,-344.682195,-344.681251,-344.719856,25.116,-1225.525077,-1233.547779565,-1241.253590085,-1135.724146537,0.3096
5.65815,3.06401,2.39381,0.7654,59.61,-0.24,0.0571,582.3195,0.118255,-233.255259,-233.2487,-233.247756,-233.284774,24.638,-1363.227534487,-1371.555206426,-1379.261016946,-1273.501905104,0.2972
5.6186,3.15251,2.43943,4.1425,54.31,-0.2853,0.037,559.2985,0.108158,-249.363808,-249.357626,-249.356681,-249.393152,22.416,-1282.738837584,-1290.413900163,-1297.526087169,-1199.283278129,0.3224
5.918,3.08345,2.40985,1.9146,56.0,-0.2444,0.0441,564.5299,0.106988,-249.293044,-249.286674,-249.285729,-249.322437,23.611,-1238.333790708,-1245.890881595,-1253.003068601,-1154.908979194,0.2885
5.87456,3.17277,2.45596,4.9191,50.81,-0.2743,0.0226,541.8201,0.096715,-265.399968,-265.393944,-265.393,-265.429201,21.524,-1156.82539168,-1163.710420428,-1170.230238938,-1079.677552693,0.2969
6.03973,3.14206,2.43199,1.7508,52.23,-0.2616,0.0263,548.2216,0.094019,-269.176124,-269.169791,-269.168847,-269.205558,22.957,-1177.236376923,-1183.928132899,-1190.447951409,-1100.574857411,0.2879
5.99149,3.23476,2.47902,3.8379,47.2,-0.3007,0.0031,525.818,0.083704,-285.281032,-285.275044,-285.2741,-285.310299,20.903,-1094.462919751,-1100.481986079,-1106.408808584,-1024.073980203,0.3038
5.89466,3.14775,2.48009,3.0748,51.03,-0.2722,0.029,537.6808,0.09733,-265.408147,-265.402167,-265.401223,-265.437265,21.894,-1161.957787791,-1168.870426935,-1175.390245445,-1084.737785269,0.3012
6.13748,3.07004,2.45758,1.2031,52.54,-0.2424,0.035,544.2268,0.094491,-269.176442,-269.170213,-269.169268,-269.205661,23.372,-1177.435924785,-1184.192941697,-1190.712132698,-1100.639490838,0.2774
6.09849,3.15469,2.5059,3.5524,47.42,-0.2828,0.0136,521.6025,0.084237,-285.282853,-285.276998,-285.276054,-285.311886,21.226,-1095.60561364,-1101.708138665,-1107.63496117,-1025.069836986,0.2964
5.91437,3.00538,2.3965,2.9392,54.61,-0.2482,-0.0141,572.0979,0.118497,-270.439135,-270.432679,-270.431735,-270.468877,23.265,-1341.935526608,-1350.327204465,-1358.033014985,-1252.096318096,0.2341
6.11932,3.04137,2.41582,3.0447,50.74,-0.2483,-0.0234,553.6489,0.107129,-286.477365,-286.471021,-286.470076,-286.507087,22.432,-1217.321024334,-1224.893802946,-1232.005989952,-1133.846639609,0.2249
6.21253,3.0959,2.43202,2.2978,47.26,-0.2592,-0.0374,538.1677,0.094183,-306.358581,-306.352296,-306.351351,-306.388334,21.75,-1155.053933773,-1161.7751826721,-1168.294373673,-1078.33656596,0.2218
6.6913,3.03598,2.50133,2.375,48.35,-0.2519,-0.0315,528.8623,0.094927,-306.364186,-306.358187,-306.357242,-306.393465,21.796,-1158.571121718,-1165.471838191,-1171.991029192,-1081.556314639,0.2204
5.32426,2.84956,2.38565,1.3206,56.77,-0.2616,0.0757,610.3779,0.142009,-271.618137,-271.611049,-271.610104,-271.648484,25.913,-1453.918272712,-1463.690470369,-1472.58164539,-1351.087745373,0.3373
5.30044,2.98932,2.47639,2.1168,52.8,-0.2463,0.0724,582.3057,0.13149,-287.663174,-287.656474,-287.65553,-287.693286,24.487,-1333.5752242011,-1342.701715097,-1351.000521622,-1236.974606214,0.3186
5.44881,3.03126,2.49382,1.7232,49.21,-0.2611,0.081,566.509,0.118491,-307.545713,-307.539052,-307.538108,-307.575814,23.915,-1272.138328047,-1280.4007390501,-1288.10654957,-1182.268371594,0.3421
5.14779,2.74148,2.30804,0.1151,63.52,-0.2627,0.0859,658.7763,0.165551,-235.696677,-235.689426,-235.688482,-235.727158,27.138,-1639.536062421,-1650.983709108,-1661.061503648,-1523.674683188,0.3486
5.34711,2.88729,2.39735,1.7595,56.33,-0.2587,0.0877,616.3779,0.141536,-271.623066,-271.616004,-271.61506,-271.653614,25.512,-1457.011264573,-1466.799777464,-1475.691579994,-1354.306866543,0.3465
5.61124,2.75377,2.3805,1.3751,56.44,-0.2519,0.0723,618.4343,0.141819,-271.621836,-271.614856,-271.613912,-271.652038,26.023,-1456.239428503,-1466.079397132,-1474.971199662,-1353.317912359,0.3242
5.26363,3.09609,2.52678,1.104,56.8,-0.245,0.0897,596.0747,0.141327,-271.611366,-271.604301,-271.603357,-271.641692,25.705,-1449.669409273,-1459.456039637,-1468.347842167,-1346.825704245,0.3348
5.94194,2.85945,2.4711,2.0651,49.73,-0.2421,0.0639,568.4896,0.1187,-307.544316,-307.537691,-307.536747,-307.574152,24.458,-1271.261697974,-1279.546699301,-1287.252509821,-1181.225451636,0.306
4.70272,3.90423,2.33651,2.6766,53.75,-0.2374,-0.0163,567.3641,0.118901,-270.447268,-270.440964,-270.44002,-270.477179,22.502,-1347.039057305,-1355.52611653,-1363.23192705,-1257.305897814,0.2211
5.09171,3.88977,2.43681,3.5654,50.52,-0.2452,0.0373,539.0137,0.108515,-286.517094,-286.510925,-286.509981,-286.54679,21.625,-1242.251329395,-1249.933922082,-1257.046736597,-1158.760629436,0.2825
5.19024,3.89243,2.45819,2.5239,50.92,-0.2615,0.0284,537.9634,0.108616,-286.493052,-286.487128,-286.486184,-286.522434,21.067,-1227.164758017,-1235.001090409,-1242.113904924,-1143.477020232,0.2899
5.28041,3.90606,2.48055,3.9998,46.04,-0.2726,0.0099,521.9194,0.096641,-306.397746,-306.391983,-306.391039,-306.427029,20.03,-1179.630323758,-1186.679132355,-1193.198950865,-1102.618026715,0.2825
4.90898,3.93292,2.38617,2.556,50.49,-0.2421,-0.0238,545.7113,0.107628,-286.484904,-286.478789,-286.477845,-286.514513,21.712,-1222.051814685,-1229.768292858,-1236.881107373,-1138.506521443,0.2182
5.12788,3.90547,2.45414,0.9705,46.89,-0.2575,-0.0323,525.6219,0.094977,-306.365166,-306.359174,-306.35823,-306.394728,20.774,-1159.186080538,-1166.091189574,-1172.611008084,-1082.348858506,0.2252
4.92227,4.22037,2.37488,3.6013,51.94,-0.2414,0.0394,542.8932,0.108561,-286.514923,-286.508751,-286.507807,-286.544706,21.114,-1240.889007356,-1248.569717516,-1255.682532031,-1157.45290068,0.2809
5.33196,3.90126,2.45716,1.33,47.4,-0.2491,0.0196,518.7658,0.097893,-302.535621,-302.529817,-302.528873,-302.564883,20.618,-1105.273017294,-1112.295470513,-1118.815289023,-1027.887352396,0.2687
5.44207,3.89064,2.47394,2.9069,42.57,-0.2481,0.0012,503.6554,0.085902,-322.439472,-322.433831,-322.432887,-322.468624,19.618,-1057.209592948,-1063.44577739,-1069.372599895,-986.492466193,0.2493
4.87211,4.14032,2.44584,2.1771,46.67,-0.2509,-0.0284,517.5463,0.095379,-306.368494,-306.362423,-306.361478,-306.398118,21.28,-1161.27443049,-1168.129966315,-1174.649157316,-1084.476114016,0.2226
5.28799,4.0728,2.50583,2.5208,43.41,-0.2475,0.0204,495.5449,0.08494,-322.436757,-322.430835,-322.429891,-322.46623,20.351,-1055.505906013,-1061.565760426,-1067.492582931,-984.990209647,0.2679
5.38555,4.06938,2.52801,1.2035,43.85,-0.2717,0.0123,494.7347,0.084855,-322.412936,-322.407158,-322.406214,-322.44232,19.922,-1040.558014124,-1046.708229833,-1052.635052338,-969.986469457,0.284
5.55098,4.00493,2.53231,3.0125,39.11,-0.2674,-0.0058,481.5842,0.072889,-342.315546,-342.309972,-342.309028,-342.344721,18.879,-991.715851109,-997.10552591,-1002.43935241,-927.750721194,0.2616
4.34218,3.60938,2.38799,0.1206,63.28,-0.2822,0.0842,624.4665,0.166462,-235.696852,-235.689979,-235.689035,-235.726894,25.85,-1639.645876496,-1651.330721585,-1661.408516125,-1523.509020812,0.3663
4.44325,3.84688,2.49161,1.3078,56.23,-0.2522,0.0751,575.9494,0.142966,-271.622539,-271.615882,-271.614937,-271.652386,24.662,-1456.68056733,-1466.723221366,-1475.614396387,-1353.536285491,0.3274
4.43292,3.8862,2.44563,1.7671,56.23,-0.2398,0.085,585.5983,0.142555,-271.620997,-271.61422,-271.613276,-271.651656,24.15,-1455.712948452,-1465.680301408,-1474.572103938,-1353.078203921,0.3248
4.53978,4.15272,2.54101,2.3269,49.4,-0.2442,0.0626,539.14,0.118783,-307.544728,-307.538101,-307.537157,-307.575262,23.068,-1271.5202316821,-1279.803977991,-1287.509788511,-1181.921986626,0.3069
4.68086,3.99775,2.60447,1.022,49.03,-0.2476,0.0591,529.6164,0.11984,-307.55036,-307.544139,-307.543195,-307.579988,22.931,-1275.05436237,-1283.592877333,-1291.298687853,-1184.88759416,0.3067
8.5241,3.71634,2.63002,3.4388,48.64,-0.2323,-0.0049,470.3702,0.08707,-281.491976,-281.486859,-281.485915,-281.520391,18.459,-1065.957068408,-1072.522067566,-1078.448890071,-994.673301026,0.2275
7.38256,3.60727,2.49744,2.5958,50.91,-0.2409,-0.0164,502.2039,0.096841,-269.263802,-269.258575,-269.257631,-269.292553,19.177,-1232.255111025,-1239.640891955,-1246.160710465,-1155.165002866,0.2245
8.19502,3.72327,2.60109,3.246,47.64,-0.2165,-0.0013,473.5305,0.08615,-285.335887,-285.330807,-285.329863,-285.364182,18.76,-1128.884925946,-1135.473770446,-1141.400592951,-1057.88604765,0.2152
8.65423,3.76058,2.66467,2.525,43.5,-0.25,-0.0182,452.4227,0.075083,-301.395982,-301.391168,-301.390224,-301.424079,17.274,-1017.990907957,-1023.857489598,-1029.191316098,-953.245156846,0.2318
8.78743,3.90713,2.7507,1.6338,39.3,-0.2793,-0.0315,433.0637,0.062716,-321.271406,-321.26687,-321.265926,-321.299312,15.897,-952.089285268,-957.241761667,-961.982592162,-893.961244071,0.2478
8.14926,3.83837,2.65279,3.3473,50.58,-0.2462,-0.0302,472.0954,0.086685,-285.311823,-285.307013,-285.306068,-285.339869,17.709,-1113.78454937,-1120.5428213,-1126.469016296,-1042.629421333,0.216
7.42718,3.57756,2.48815,3.5709,52.33,-0.2366,-0.0429,505.106,0.097695,-269.27132,-269.266149,-269.265204,-269.299973,18.812,-1236.972723687,-1244.393645121,-1250.912836122,-1159.821119646,0.1938
8.13281,3.73274,2.59999,4.2248,48.42,-0.2428,-0.0263,475.489,0.086559,-285.336744,-285.331604,-285.33066,-285.36533,18.405,-1129.422701159,-1135.973895119,-1141.900717624,-1058.606427982,0.2166
7.1744,3.54699,2.53157,3.1568,50.78,-0.2549,0.0316,515.9607,0.110489,-286.516174,-286.51087,-286.509925,-286.544899,19.419,-1241.674021115,-1249.899409087,-1257.011596093,-1157.574009917,0.2866
7.91279,3.67077,2.62431,1.8361,43.66,-0.272,0.0187,475.1154,0.08643,-322.434119,-322.429025,-322.428081,-322.462711,17.785,-1053.850537271,-1060.429969136,-1066.356791641,-982.782005476,0.2907
7.9234,3.7995,2.67986,4.2769,43.85,-0.2556,0.0548,471.4994,0.08682,-322.44415,-322.439107,-322.438163,-322.472719,17.613,-1060.14508005,-1066.756514874,-1072.683337379,-989.062115548,0.3105
6.60272,3.33567,2.39369,2.8451,52.83,-0.235,-0.0124,547.0211,0.120921,-270.47247,-270.466895,-270.465951,-270.501576,20.712,-1362.853539123,-1371.798052409,-1379.503862929,-1272.615234887,0.2226
7.16888,3.44429,2.46252,3.7977,49.83,-0.237,0.0377,521.6537,0.110762,-286.542391,-286.536964,-286.53602,-286.571234,19.794,-1258.125424568,-1266.273628933,-1273.386443448,-1174.099459432,0.2747
7.26973,3.57574,2.54917,4.3159,45.82,-0.2646,0.0149,499.82,0.098309,-306.418503,-306.413341,-306.412397,-306.447148,18.482,-1192.655528071,-1200.081469577,-1206.601288087,-1115.242880286,0.2795
7.15925,3.46557,2.4869,1.8765,46.04,-0.2439,-0.0253,504.709,0.096958,-306.386594,-306.381259,-306.380315,-306.415468,19.062,-1172.63234339,-1179.949725839,-1186.469544349,-1095.363395166,0.2186
8.01043,3.70601,2.64411,2.7134,38.99,-0.2775,-0.0003,459.0271,0.074203,-342.335241,-342.330282,-342.329338,-342.36377,16.844,-1004.074640864,-1009.8502337,-1015.1840602,-939.704140135,0.2772
7.69225,3.61351,2.57546,3.9802,46.25,-0.2457,0.0629,491.6466,0.100038,-302.599262,-302.594109,-302.593165,-302.627663,18.931,-1145.208317563,-1152.639279141,-1159.159097651,-1067.282367416,0.3086
7.85701,3.72703,2.64004,4.8739,42.52,-0.2632,0.052,473.1926,0.087482,-322.47672,-322.471693,-322.470748,-322.505169,17.739,-1080.58304818,-1087.204523148,-1093.130718144,-1009.424782598,0.3152
8.03253,3.84232,2.70377,5.0601,38.98,-0.2935,0.0401,455.3293,0.074926,-342.352279,-342.34739,-342.346446,-342.380838,16.45,-1014.766139206,-1020.585657672,-1025.919484172,-950.414463747,0.3336
6.95584,3.02672,2.23957,0.2336,62.6,-0.2238,0.037,609.4914,0.144201,-234.522504,-234.51632,-234.515375,-234.551976,22.921,-1530.583557278,-1540.92365058,-1549.814825601,-1427.459983236,0.2608
7.64601,3.12341,2.31329,1.8189,55.75,-0.2252,0.0249,566.4241,0.119949,-270.43928,-270.433217,-270.432273,-270.468829,21.372,-1342.026515413,-1350.664804307,-1358.370614827,-1252.0661976641,0.2501
7.74998,3.42753,2.48701,1.2483,50.7,-0.2399,0.0319,530.0606,0.109278,-286.516879,-286.510983,-286.510039,-286.546498,20.206,-1242.11641496,-1249.970317604,-1257.083132119,-1158.577396808,0.2718
6.71122,3.17565,2.34459,0.1489,61.16,-0.2335,0.0313,587.2379,0.144419,-234.516241,-234.51027,-234.509326,-234.545523,22.613,-1526.653468411,-1537.12722113,-1546.01902366,-1423.410667659,0.2648
6.95109,3.605,2.72215,1.8411,49.49,-0.246,0.0261,504.1131,0.109554,-286.510514,-286.504912,-286.503968,-286.539796,19.819,-1238.122320175,-1246.160710465,-1253.27352498,-1154.3718314901,0.2721
5.80128,3.66753,2.83902,1.4817,53.91,-0.2461,0.0209,510.4532,0.120948,-270.441325,-270.435739,-270.434794,-270.470141,21.267,-1343.309771318,-1352.247382005,-1359.952565016,-1252.889489472,0.267
6.66135,3.16539,2.35961,0.1605,61.66,-0.2341,0.03,589.2794,0.144442,-234.516409,-234.510406,-234.509462,-234.545692,22.655,-1526.758889923,-1537.212562354,-1546.104364884,-1423.51671668,0.2642
7.02791,3.53681,2.66173,1.5301,49.75,-0.2473,0.0239,509.7285,0.109629,-286.508233,-286.502604,-286.50166,-286.53756,19.822,-1236.690972146,-1244.7124196931,-1251.825234208,-1152.968721366,0.2712
6.77781,3.51016,2.61055,1.4505,55.0,-0.2302,0.0182,531.8706,0.120101,-270.437636,-270.4318,-270.430856,-270.466917,21.19,-1340.994890617,-1349.775624054,-1357.481434574,-1250.866400456,0.2484
6.1547,3.46524,2.63178,1.7344,54.16,-0.2491,0.0142,528.2233,0.121083,-270.441145,-270.435384,-270.43444,-270.470414,21.367,-1343.196819698,-1352.02461631,-1359.73042683,-1253.060799429,0.2633
6.22174,2.91216,2.1948,0.0756,63.03,-0.3044,0.0828,641.8924,0.168121,-235.723792,-235.71718,-235.716236,-235.754746,24.306,-1656.550968956,-1668.399593894,-1678.477388434,-1540.98640148,0.3872
6.55719,3.16956,2.37365,1.5053,56.51,-0.2379,0.0868,586.3351,0.144187,-271.647465,-271.641158,-271.640214,-271.67776,22.689,-1472.321856664,-1482.5841388501,-1491.47594138,-1369.458698857,0.3246
6.72379,3.02517,2.29024,1.7082,56.14,-0.2381,0.0839,594.9572,0.144241,-271.642927,-271.63658,-271.635636,-271.673114,22.656,-1469.474220822,-1479.711402648,-1488.603205178,-1366.543292043,0.322
7.02085,3.30173,2.50629,1.2942,49.23,-0.2502,0.0904,539.3012,0.120486,-307.569255,-307.563241,-307.562296,-307.599195,20.939,-1286.911144925,-1295.579554251,-1303.284737262,-1196.940159523,0.3406
7.01872,3.42197,2.53081,1.0448,49.6,-0.2542,0.0896,537.0339,0.120277,-307.573371,-307.567272,-307.566327,-307.603679,21.023,-1289.493971969,-1298.10904303,-1305.814226041,-1199.753909879,0.3439
5.20474,3.4934,2.76418,1.3247,55.74,-0.2601,0.0738,550.8423,0.144785,-271.648392,-271.642208,-271.641264,-271.678618,22.879,-1472.903557507,-1483.2430233,-1492.13482583,-1369.997101579,0.3338
5.60949,3.62344,2.87618,1.5931,49.05,-0.2428,0.0712,508.516,0.120836,-307.56626,-307.560326,-307.559382,-307.595858,21.242,-1285.03175547,-1293.750365516,-1301.456176036,-1194.84616199,0.314
3.56333,3.56313,2.51002,0.0164,63.6,-0.2571,0.0841,642.4422,0.165387,-235.694216,-235.686596,-235.685652,-235.725092,27.583,-1637.991762772,-1649.207858638,-1659.285653178,-1522.378249594,0.3412
3.86929,3.62098,2.67648,1.3139,56.45,-0.2441,0.0725,589.5057,0.141848,-271.61858,-271.611272,-271.610327,-271.649185,26.227,-1454.196259199,-1463.830404876,-1472.721579897,-1351.527629182,0.3165
3.88714,3.62397,2.64105,1.3293,60.42,-0.2104,0.0826,607.6457,0.153308,-251.727102,-251.719552,-251.718607,-251.758017,26.797,-1510.023852402,-1520.394693645,-1529.878864671,-1400.812186042,0.293
4.14245,3.72097,2.84576,1.9714,49.27,-0.2301,0.0537,539.3304,0.118633,-307.540766,-307.533965,-307.53302,-307.570981,24.471,-1269.0340410241,-1277.2086007671,-1284.913783778,-1179.235620597,0.2838
4.20573,4.20358,3.19021,0.6618,41.57,-0.2552,0.0505,476.1977,0.096192,-343.468335,-343.462548,-343.461604,-343.497233,21.828,-1087.2497037961,-1094.2828246681,-1100.802643178,-1009.739792116,0.3058
5.88257,3.5926,2.86567,0.3029,60.48,-0.243,0.0951,542.9521,0.143756,-234.474951,-234.469056,-234.468112,-234.50378,22.864,-1500.743621801,-1511.265065204,-1520.156867734,-1397.216559472,0.338
6.0133,3.92776,3.04795,1.6329,53.34,-0.2287,0.0868,498.0795,0.119588,-270.392444,-270.386783,-270.385839,-270.421106,21.408,-1312.636503889,-1321.527051401,-1329.232861921,-1222.119585657,0.3155
6.30494,3.69329,2.91269,1.8852,53.11,-0.2293,0.0805,506.8939,0.119607,-270.388222,-270.382545,-270.381601,-270.416941,21.353,-1309.987160891,-1318.867668259,-1326.573478779,-1219.506010672,0.3098
6.49682,3.64898,2.93229,1.8535,53.26,-0.2442,0.0955,508.8551,0.119394,-270.401391,-270.39568,-270.394736,-270.430118,21.539,-1318.250826912,-1327.1099989741,-1334.815809494,-1227.774696765,0.3397
6.06624,3.74807,2.96204,1.1413,53.1,-0.2475,0.0834,499.7541,0.120085,-270.397623,-270.392001,-270.391057,-270.426196,21.746,-1315.886373,-1324.801393363,-1332.507203883,-1225.313606467,0.3309
6.50004,3.85598,3.01225,2.2569,45.92,-0.2318,0.0706,464.135,0.095993,-306.309029,-306.303682,-306.302738,-306.337396,20.187,-1123.959607805,-1131.269460146,-1137.789278656,-1046.372512518,0.3024
619867.68314,1.33455,1.33454,0.0151,72.39,-0.2465,-0.0565,802.1485,0.046718,-229.615446,-229.609222,-229.608278,-229.639949,21.875,-962.766978412,-965.973549402,-970.121383892,-910.009159237,0.19
0.0,1.34015,1.34015,4.5941,63.48,-0.284,-0.085,777.4112,0.036829,-245.711897,-245.706152,-245.705208,-245.733762,19.266,-874.686677627,-877.304645175,-880.85948366,-826.650863677,0.199
0.0,1.344106,1.344106,0.0,55.28,-0.3277,-0.1164,754.2424,0.027023,-261.802956,-261.79743,-261.796485,-261.828854,17.827,-783.222848314,-785.08906008,-788.050275051,-744.095152128,0.2113
25.04915,1.45902,1.40244,0.0008,57.87,-0.2615,0.0391,799.7895,0.093925,-232.030352,-232.023466,-232.022522,-232.06066,24.211,-1222.438987738,-1228.784358746,-1235.304177256,-1146.581934764,0.3006
25.27902,1.46993,1.41333,3.4446,52.71,-0.2821,0.0193,773.7747,0.083685,-248.137789,-248.131277,-248.130333,-248.167922,22.093,-1141.252500827,-1146.943379948,-1152.870202453,-1071.663007745,0.3014
25.56861,1.4803,1.4239,0.0004,47.69,-0.3397,-0.0013,748.3461,0.073373,-264.243028,-264.236876,-264.235932,-264.27298,20.047,-1058.686749134,-1063.714351242,-1069.048177742,-995.36105089,0.3384
54.35121,1.34851,1.31587,3.248,59.66,-0.275,-0.0922,801.3233,0.047327,-266.777425,-266.77129,-266.770346,-266.806816,20.052,-927.73440596,-930.996197742,-935.144032232,-877.787827105,0.1828
53.05616,1.35517,1.32142,2.4648,51.47,-0.3053,-0.1211,776.7874,0.03702,-282.871678,-282.865901,-282.864957,-282.900943,17.93,-838.274840393,-840.872100144,-844.426938629,-794.626569371,0.1843
27.62689,1.33139,1.32381,2.3737,48.1,-0.2894,-0.0927,801.4852,0.0471,-303.940271,-303.933923,-303.932979,-303.970909,19.025,-893.245883811,-896.373388667,-900.521223157,-843.825785007,0.1966
9.41986,2.01611,1.74724,3.3466,50.16,-0.2698,0.0135,665.5192,0.083043,-285.242094,-285.235491,-285.234547,-285.272892,21.973,-1070.028974309,-1075.662122602,-1081.588945107,-1000.60075104,0.2834
9.90773,2.00413,1.75551,3.3728,45.57,-0.2899,-0.0071,646.0972,0.07256,-301.345683,-301.339414,-301.33847,-301.376371,20.023,-986.427832766,-991.381388812,-996.715215312,-923.307957474,0.2828
20.3785,1.39567,1.35792,2.1557,52.99,-0.2549,-0.0302,817.4048,0.093631,-269.20692,-269.199987,-269.199043,-269.238076,23.097,-1196.561144087,-1202.876394663,-1209.396213173,-1120.980195073,0.2247
20.93178,1.40036,1.36378,2.4084,48.12,-0.274,-0.0464,792.702,0.083388,-285.313674,-285.307112,-285.306168,-285.344659,21.004,-1114.946068529,-1120.604944691,-1126.531767196,-1045.635189443,0.2276
12.81085,1.74827,1.68822,3.3746,49.89,-0.2561,0.0191,691.5345,0.083614,-285.276634,-285.270024,-285.269079,-285.307545,22.134,-1091.703135169,-1097.331890899,-1103.258085895,-1022.345820417,0.2752
11.45832,1.83316,1.76977,3.6197,44.97,-0.2788,-0.0017,652.22,0.073313,-301.382062,-301.375865,-301.37492,-301.412562,20.073,-1009.255982677,-1014.254719371,-1019.587918362,-946.018135693,0.2772
10.361,1.92543,1.71402,3.7921,45.77,-0.2819,-0.0051,660.5683,0.070779,-305.145002,-305.13858,-305.137636,-305.175765,20.964,-1021.373808976,-1026.231983654,-1031.565810154,-958.661187025,0.2768
11.5039,1.86186,1.69559,3.8224,41.37,-0.3057,-0.0259,649.8622,0.060309,-321.247305,-321.241236,-321.240291,-321.277891,19.01,-936.965690859,-941.156195961,-945.896398947,-880.519373782,0.2797
